Source Term ID	Source Term	TEXT2TERM_MAPPING	TEXT2TERM_MAPPING_LABEL	MAPPING	MAPPING_LABEL	CATEGORY	IS_DISEASE	IS_MEASUREMENT	IS_PHENOTYPE	IS_AMOUNT	IS_PROCESS			Total	
ADyznGmBMs	endometriosis	EFO:0001065	endometriosis	EFO:0001065	endometriosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HUJ9ysdVLw	female infertility	EFO:0008560	female infertility	EFO:0008560	female infertility	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9DZMiDuqpG	alcohol dependency	MONDO:0007079	alcohol dependence	EFO:0003829	alcohol dependence	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
KmFDndsV5v	nasal polyps	HP:0100582	Nasal polyposis	EFO:1000391	nasal cavity polyp	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
CqkdxVhq4e	otosclerosis	EFO:0004213	otosclerosis	EFO:0004213	otosclerosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
JJragYuWnX	meniere's disease	EFO:0006862	Meniere disease	EFO:0006862	Meniere disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HiPv424LgF	cerebral aneurysm	EFO:0003870	brain aneurysm	EFO:0003870	brain aneurysm	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
88etrT5GWH	myocarditis	EFO:0009609	myocarditis	EFO:0009609	myocarditis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HRtmBdspT6	polycystic kidney	EFO:0008620	Polycystic Kidney Disease	EFO:0008620	polycystic kidney disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DdsarFbH85	thyroiditis	EFO:1000627	thyroid disease	EFO:1000627	thyroid disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
7VVBwA8Tqf	hypopituitarism	EFO:0001380	hypopituitarism	EFO:0001380	hypopituitarism	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
JtJdSRfecM	cerebral palsy	EFO:1000632	cerebral palsy	EFO:1000632	cerebral palsy	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Pwncfuiutz	optic neuritis	EFO:0007405	optic neuritis	EFO:0007405	optic neuritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Q4iaFRXN25	headaches (not migraine)	MONDO:0005277	migraine disorder	HP:0002315	headache	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
3Kk3txxR7b	myasthenia gravis	EFO:0004991	Myasthenia gravis	EFO:0004991	myasthenia gravis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
86HMGKg7zY	polycythaemia vera	EFO:0002429	polycythemia vera	EFO:0002429	polycythemia vera	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DjZd9oyNMF	tuberculosis (tb)	MONDO:0018076	tuberculosis	ORPHANET.ORDO:3389	tuberculosis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
8a32yhgVDF	malaria	EFO:0001068	malaria	EFO:0001068	malaria	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3NNEcfJ863	helicobacter pylori	EFO:1000961	Helicobacter pylori infectious disease	NCBITaxon:210	Helicobacter pylori	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
KmYeMde4yq	anaemia	HP:0001915	Aplastic anemia	EFO:0004272	anemia	More Specific	FALSE	FALSE	TRUE	FALSE	FALSE				
3qreMLoHDv	eczema/dermatitis	EFO:0000274	atopic eczema	HP:0000964	eczema	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
DebfQZ6HPe	psoriasis	EFO:0000676	psoriasis	EFO:0000676	psoriasis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
fk8TrHuPu2	chronic skin ulcers	EFO:0007066	chronic ulcer of skin	EFO:0007066	chronic ulcer of skin	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
B5n8dzp3EZ	malabsorption/coeliac disease	HP:0002024	Malabsorption	EFO:0001060	celiac disease	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
FtA6TD9cHA	duodenal ulcer	EFO:0004607	duodenal ulcer	EFO:0004607	duodenal ulcer	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
5JfZmEbcoY	diverticular disease/diverticulitis	EFO:0009959	diverticular disease	EFO:1001460	diverticulitis	More General	TRUE	FALSE	FALSE	FALSE	FALSE				
Ee7prjYcvV	colitis/not crohns or ulcerative colitis	EFO:0000729	ulcerative colitis	EFO:0003872	colitis	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
TsPk5P2U8J	rectal or colon adenoma/polyps	MONDO:0000530	rectum adenoma	EFO:1000633	adenomatous colon polyp	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
JQeEbPjYwQ	inflammatory bowel disease	EFO:0003767	inflammatory bowel disease	EFO:0003767	inflammatory bowel disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4ZxFmLrExS	crohns disease	EFO:0000384	Crohn's disease	EFO:0000384	Crohn's disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4PGW6QqWSR	ulcerative colitis	EFO:0000729	ulcerative colitis	EFO:0000729	ulcerative colitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
CjKNocVrfL	rheumatoid arthritis	EFO:0000685	rheumatoid arthritis	EFO:0000685	rheumatoid arthritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
FayAK6hrMD	osteoarthritis	MONDO:0005178	osteoarthritis	EFO:0002506	osteoarthritis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
AKFtwxeCCc	gout	EFO:0004274	gout	EFO:0004274	gout	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6FTvqBxCYm	post-traumatic stress disorder	EFO:0001358	post-traumatic stress disorder	EFO:0001358	post-traumatic stress disorder	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DZxTMuymMv	atrial fibrillation	EFO:0000275	atrial fibrillation	EFO:0000275	atrial fibrillation	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
EUWnosTK2w	emphysema	EFO:0000464	emphysema	EFO:0000464	emphysema	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
8n2GQD5jyC	high cholesterol	EFO:0004612	high density lipoprotein cholesterol measurement	HP:0003124	hypercholesterolemia	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
8bTru2dVMw	hiatus hernia	HP:0002036	Hiatus hernia	HP:0002036	hiatus hernia	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
DNqNPwmQgW	sciatica	HP:0011868	Sciatica	HP:0011868	sciatica	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
GsKkmx2F5Y	psoriatic arthropathy	EFO:1000999	joint disease	EFO:0003778	psoriatic arthritis	More General	TRUE	FALSE	FALSE	FALSE	FALSE				
FWWssvpjxm	rheumatic fever	EFO:1001160	rheumatic fever	EFO:1001160	rheumatic fever	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
ApNgNfLiKu	chronic fatigue syndrome	EFO:0004540	chronic fatigue syndrome	EFO:0004540	chronic fatigue syndrome	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
CbvvaEkwGg	irregular heart beat	EFO:0009841	irregular respiration	EFO:0004269	cardiac arrhythmia	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
FULgGvvsgb	brain haemorrhage	EFO:0000551	intracranial hemorrhage	EFO:0000551	intracranial hemorrhage	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
5dKTRvXDCS	varicose veins	HP:0002619	Varicose veins	HP:0002619	varicose veins	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
JS7eVkgNLc	lymphoedema	MONDO:0019297	lymphedema	ORPHANET.ORDO:79383	lymphedema	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
HtsA4Lkcqd	pneumothorax	MONDO:0002076	pneumothorax	HP:0002107	pneumothorax	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
6QgLJvk9Bz	labyrinthitis	EFO:0009604	labyrinthitis	EFO:0009604	labyrinthitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
85yZKyWdJT	vertigo	HP:0002321	Vertigo	HP:0002321	vertigo	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
9Hbu4XDcZz	pyloric stenosis	EFO:0009626	pyloric stenosis	EFO:0009626	pyloric stenosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9HmAfw6SEk	appendicitis	EFO:0007149	appendicitis	EFO:0007149	appendicitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Hx58ovMKGb	anal fissure	HP:0012390	Anal fissure	HP:0012390	anal fissure	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
A5fDYMG2yK	haemorrhoids / piles	EFO:0009552	hemorrhoid	EFO:0009552	hemorrhoid	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
EZygSaioQS	jaundice (unknown cause)	HP:0000952	Jaundice	HP:0000952	jaundice	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
KAPPaUchcw	dyspepsia / indigestion	EFO:0008533	dyspepsia	EFO:0008533	dyspepsia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
K7GwqhG3k2	abdominal hernia	HP:0004299	Hernia of the abdominal wall	HP:0004299	hernia of the abdominal wall	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
BujiSiN4Tv	umbilical hernia	HP:0001537	Umbilical hernia	HP:0001537	umbilical hernia	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
8S4QG5QYYm	inguinal hernia	HP:0000023	Inguinal hernia	HP:0000023	inguinal hernia	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
v46PS6MgaY	cystitis	EFO:1000025	cystitis	EFO:1000025	cystitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DPQcHfMMG3	bph / benign prostatic hypertrophy	EFO:0000284	benign prostatic hyperplasia	EFO:0000284	benign prostatis hypertrophy	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
FuXH96kYnV	prostatitis	EFO:0003830	prostatitis	EFO:0003830	prostatitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Fg2s3vftzr	erectile dysfunction / impotence	EFO:0004234	erectile dysfunction	EFO:0004234	erectile dysfunction	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
FgjYiq8Yi8	grave's disease	EFO:0004237	Graves disease	EFO:0004237	Graves disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
7Ty26k93Ek	trigemminal neuralgia	EFO:1001219	trigeminal neuralgia	EFO:1001219	trigeminal neuralgia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
JG5KKXsBG7	benign / essential tremor	EFO:0003108	essential tremor	EFO:0003108	essential tremor	Same	TRUE	FALSE	TRUE	FALSE	FALSE				
98XkdeD7Wp	polio / poliomyelitis	EFO:0007450	poliomyelitis	EFO:0007450	poliomyelitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
7HLYDKNBxJ	dry eyes	EFO:1000906	dry eye syndrome	EFO:1000906	dry eye syndrome	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
8dq3KioSNF	iritis	EFO:1000997	iritis	EFO:1000997	iritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DD9ueJMfeF	post-natal depression	EFO:0007453	postpartum depression	EFO:0007453	postpartum depression	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3fYVHZ4Jxs	disc degeneration	EFO:0004994	lumbar disc degeneration	EFO:0004994	lumbar disc degeneration	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6ahXP7jp6k	back pain	HP:0003418	Back pain	HP:0003418	back pain	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
65VvpibD3g	scoliosis	EFO:0004273	scoliosis	EFO:0004273	scoliosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3sijAqfSs7	spinal stenosis	EFO:0007490	spinal stenosis	EFO:0007490	spinal stenosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
JA6N5JKjhg	joint pain	HP:0002829	Arthralgia	HP:0002829	arthralgia	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
754GnGoJnt	arthritis (nos)	EFO:0005856	arthritis	EFO:0005856	arthritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3f8DeXeqjK	plantar fascitis	EFO:1001909	Plantar Fasciitis	EFO:1001909	plantar fasciitis	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
37tdforHMc	carpal tunnel syndrome	EFO:0004143	carpal tunnel syndrome	EFO:0004143	carpal tunnel syndrome	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
FgtQQYFVW6	fibromyalgia	EFO:0005687	fibromyalgia	EFO:0005687	fibromyalgia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
5DYhig7W9y	dupuytren's contracture	EFO:1000438	Palmar Fibromatosis	EFO:0004229	Dupuytren contracture	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
7PmJgpEt67	acne/acne vulgaris	EFO:0003894	acne	EFO:0003894	acne	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4ooB7ydoig	lichen planus	EFO:1000726	lichen planus	EFO:1000726	lichen planus	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9h9dnSPuc6	cervical intra-epithelial neoplasia (cin) / precancerous cells cervix	MONDO:0022394	cervical intraepithelial neoplasia	EFO:1000910	dysplasia of cervix	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
GdU2QWkzvA	menorrhagia (unknown cause)	HP:0000132	Menorrhagia	HP:0000132	menorrhagia	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
BwcxrGjJba	ectopic pregnancy	HP:0031456	Ectopic pregnancy	HP:0031456	ectopic pregnancy	Same	FALSE	FALSE	FALSE	FALSE	FALSE				
KLkK7HHMCq	breast fibroadenoma	EFO:1000254	Fibroadenoma	EFO:1000254	Fibroadenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DNJb8X7zp9	raynaud's phenomenon/disease	EFO:1001145	Raynaud disease	EFO:1001145	Raynaud disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9prPAu64U6	food intolerance	EFO:1001890	food allergy	EFO:1001890	food allergy	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6ELEJHksXe	urticaria	EFO:0005531	urticaria	EFO:0005531	urticaria	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
G2DbfJjnzG	measles / morbillivirus	EFO:1002025	measles	EFO:1002025	measles	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4huK3JFm49	mumps / epidemic parotitis	EFO:0007383	Mumps virus infectious disease	EFO:0007383	mumps infectious disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
KsLJQPAFBb	rubella / german measles	EFO:1002026	rubella	EFO:1002026	rubella	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6fpvsCKkPK	chickenpox	EFO:0007204	chickenpox	EFO:0007204	chickenpox	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
EgZgWwNVq6	whooping cough / pertussis	EFO:0000650	whooping cough	EFO:0000650	whooping cough	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
GUYqtKiwme	shingles	EFO:0006510	Herpes Zoster	EFO:0006510	Herpes Zoster	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
CWQAze72j9	herpes simplex	EFO:0007282	genital herpes	EFO:1002022	herpes simplex infection	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
HzmS8px3Ld	hepatitis a	EFO:0007305	hepatitis A virus infection	EFO:0007305	hepatitis a	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
5KkBcDybZm	hepatitis b	EFO:0004197	hepatitis B virus infection	EFO:0004197	hepatitis b infection	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
K7SCgHRQuN	hepatitis c	EFO:0003047	hepatitis C virus infection	EFO:0003047	hepatitis c infection	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Du9ZbYxM46	aortic regurgitation / incompetence	EFO:0007148	aortic valve insufficiency	EFO:0007148	aortic valve insufficiency	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6fw7Xbsqaa	hypertrophic cardiomyopathy (hcm / hocm)	EFO:0000538	hypertrophic cardiomyopathy	EFO:0000538	hypertrophic cardiomyopathy	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
AgFABqHD66	pericarditis	EFO:0007427	pericarditis	EFO:0007427	pericarditis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
VyonCsQRLw	tinnitus / tiniitis	HP:0000360	Tinnitus	HP:0000360	tinnitus	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
8KrHzrhQq4	tonsiltis	MONDO:0001039	tonsillitis	HP:0011110	tonsillitis	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
J5DafUhVoA	constipation	HP:0002019	Constipation	HP:0002019	constipation	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
36yA7ghgqa	rectal prolapse	HP:0002035	Rectal prolapse	HP:0002035	rectal prolapse	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
8vbz4iYPep	femoral hernia	EFO:1001791	femoral hernia	EFO:1001791	femoral hernia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DngitriXHK	incisional hernia	HP:0004872	Incisional hernia	HP:0004872	incisional hernia	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
Je4ouxuKSU	nephritis	EFO:1002050	nephritis	EFO:1002050	nephritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
NVqrW7EAjw	thyroid goitre	MONDO:0001658	nontoxic goiter	EFO:0004283	goiter	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
J7fiRumrsu	blepharitis / eyelid infection	EFO:0007315	hordeolum	EFO:0009536	blepharitis	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
DxeFQUb2zu	obsessive compulsive disorder (ocd)	EFO:0004242	obsessive-compulsive disorder	EFO:0004242	obsessive-compulsive disorder	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
ziaYLJUMZ7	insomnia	EFO:0004698	insomnia	EFO:0004698	insomnia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
5hBkUX989p	osteopenia	HP:0000938	Osteopenia	HP:0000938	osteopenia	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
KgTuLN2Li2	bursitis	MONDO:0002471	bursitis	EFO:1000941	frozen shoulder	Sibling	TRUE	FALSE	FALSE	FALSE	FALSE				
HFmFvkpB4f	tennis elbow / lateral epicondylitis	EFO:1001896	lateral epicondylitis	EFO:1001896	lateral epicondylitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
5jdsGwfYcC	cellulitis	EFO:0003035	cellulitis	EFO:0003035	cellulitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
K5rywA8ESa	fracture skull / head	EFO:1001425	Skull Fractures	EFO:1001425	skull fractures	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
5ytcx4Gjrx	fracture radius	EFO:0003957	radius fracture	EFO:0003957	radius fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
D4hbuQSCn2	fracture ulna	EFO:0003950	ulna fracture	EFO:0003950	ulna fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3mE9PobRbf	fracture tibia	EFO:0003944	tibia fracture	EFO:0003944	tibia fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
ALb2uHvSs6	septicaemia / sepsis	HP:0100806	Sepsis	HP:0100806	sepsis	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
FxMZdiwgSE	meningioma / benign meningeal tumour	EFO:0003851	meningeal neoplasm	ORPHANET.ORDO:2495	meningioma	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
9wRwY3L3F4	rosacea	EFO:1000760	rosacea	EFO:1000760	rosacea	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
K4XsypV3Ut	vitiligo	EFO:0004208	Vitiligo	EFO:0004208	vitiligo	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9HQ5HCyEmQ	cervical erosion	EFO:1000862	cervix erosion	EFO:1000862	cervix erosion	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
87efdhEyyc	dysmenorrhoea / dysmenorrhea	HP:0100607	Dysmenorrhea	HP:0100607	dysmenorrhea	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
KQUoqxNk6c	menopausal symptoms / menopause	EFO:0003922	menopause	EFO:0003922	menopause	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
Ebseo2oazu	alopecia / hair loss	MONDO:0004907	alopecia	ORPHANET.ORDO:79364	alopecia	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
Hns8htyidQ	scarlet fever / scarlatina	EFO:0007477	scarlet fever	EFO:0007477	scarlet fever	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
K5KkxgKuKw	undescended testicle	EFO:0004562	cryptorchidism	EFO:0004562	cryptorchidism	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
JixwobQubD	Hearing difficulty/problems: Yes	HP:0003698	Difficulty standing	EFO:0004238	hearing loss	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
Ey2uvVXCAT	Overall health rating	EFO:0003935	mental health	EFO:0004778	self rated health	Unrelated	FALSE	FALSE	FALSE	FALSE	TRUE				
CtviAzqjtT	General pain for 3+ months	EFO:0003843	pain	HP:0012532	Chronic pain	More General	FALSE	FALSE	TRUE	FALSE	FALSE				
FHDuxHGsy9	Number of spontaneous miscarriages	HP:0005268	Miscarriage	EFO:1001255	spontaneous abortion	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
UARsGMEiee	Pulse wave reflection index	EFO:0009804	pulse wave reflection index measurement	EFO:0009804	reflection wave amplitude	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
CiJgctTBdk	Cough on most days	HP:0012735	Cough	HP:0012735	cough	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
CfP3uVfuPF	Years of cough on most days	HP:0012735	Cough	HP:0012735	cough	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
FWibunzZK5	head injury	EFO:0009505	head injury	EFO:0009505	head injury	Same	FALSE	FALSE	FALSE	FALSE	FALSE				
9u6Uoopwqh	gynaecological disorder (not cancer)	EFO:1001331	"Genital neoplasm, female"	EFO:0009549	female reproductive system disease	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
5Vzyr9fHjK	peripheral nerve injury	EFO:0009510	peripheral nerve injury	EFO:0009510	peripheral nerve injury	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
ELC9jNdWC7	fracture jaw	EFO:0009612	jaw fracture	EFO:0009612	jaw fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6gkETdSGiL	fracture nose	EFO:0003931	bone fracture	EFO:0009623	nose injury	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
DMYwLdoXrY	fracture clavicle / collar bone	EFO:0009614	clavicle fracture	EFO:0009614	clavicle facture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
kL6s3pryRu	fracture shoulder / scapula	EFO:0009621	shoulder fracture	EFO:0009621	shoulder fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3auNFZ4bRP	fracture forearm / wrist	EFO:0009515	wrist fracture	EFO:0009515	wrist fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
8uTM5n8ixc	fracture wrist / colles fracture	EFO:0009515	wrist fracture	EFO:0009515	wrist fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6sapvHGiR9	fracture hand	HP:0004277	Fractured hand bones	NCIT:C27161	hand fracture	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
ErGbBsWCjp	fracture finger	EFO:0009616	finger fracture	EFO:0009616	finger fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4nLxGhyTaF	fracture rib	EFO:0009620	rib fracture	EFO:0009620	rib fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3JPQvhuXr4	fracture pelvis	EFO:0009622	fracture of pelvis	EFO:0009622	facture of pelvis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4qbToarwuW	fracture patella / knee	EFO:0009617	knee fracture	EFO:0009617	knee fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DPkxunPQq3	fracture fibula	EFO:0009613	fibula fracture	EFO:0009613	fibula fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
J9cW87c5tu	fracture foot	EFO:0009618	foot fracture	EFO:0009618	foot fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
FoJS9nxX89	Hand grip strength (left)	EFO:0006941	grip strength measurement	EFO:0006941	grip strength measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
K5RQdtnERi	Hand grip strength (right)	EFO:0006941	grip strength measurement	EFO:0006941	grip strength measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
6HLjCuJ2Ja	"Heel bone mineral density (BMD) T-score, automated"	EFO:0009270	heel bone mineral density	EFO:0009270	heel bone mineral density	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
H4UNpRJSoX	Age completed full time education	EFO:0000721	time	EFO:0004784	self reported educational attainment	Unrelated	FALSE	TRUE	FALSE	FALSE	FALSE				
DsHiTcwJR5	Worrier / anxious feelings	EFO:0009597	feeling nervous measurement	EFO:0005230	anxiety	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
GKj8QyDHev	Diabetes diagnosed by doctor	EFO:0000400	diabetes mellitus	EFO:0000400	diabetes mellitus	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HKwf5Q8RHt	Cancer diagnosed by doctor	EFO:0005603	age at breast cancer diagnosis	EFO:0000311	cancer	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
6RRD9mjEn7	Fractured/broken bones in last 5 years	EFO:0003931	bone fracture	EFO:0003931	bone fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DoPEEonoUd	Ever used hormone-replacement therapy (HRT)	EFO:0003961	hormone replacement therapy	EFO:0003961	hormone replacement therapy	Same	FALSE	FALSE	FALSE	FALSE	TRUE				
K7NHQWQEFm	Longest period of depression	MONDO:0002050	depressive disorder	EFO:0007704	depressive episode measurement	Unrelated	FALSE	TRUE	FALSE	FALSE	FALSE				
DGWUdkjcV7	Number of depression episodes	EFO:0007704	depressive episode measurement	EFO:0007704	depressive episode measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
J8wSRUAYmA	Creatinine (enzymatic) in urine	EFO:0004518	creatinine measurement	EFO:0007934	creatine clearance measurement	Sibling	FALSE	TRUE	FALSE	FALSE	FALSE				
EXMptiXLdn	cin/pre-cancer cells cervix	MONDO:0002974	cervical cancer	EFO:1000910	dysplasia of cervix	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
6gMw2ArRPv	heart valve problem/heart murmur	HP:0030148	Heart murmur	EFO:0009551	heart valve disease	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
6y8pZqG3H8	pericardial problem	MONDO:0021381	neoplasm of pericardium	EFO:0007427	pericarditis	Sibling	TRUE	FALSE	FALSE	FALSE	FALSE				
JQPMpHfzDi	other respiratory problems	EFO:0009834	respiratory process	EFO:0000684	respiratory system disease	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
6saZZHd3wf	oesophageal disorder	EFO:0009544	esophageal disease	EFO:0009544	esophageal disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
E27HBxB92D	stomach disorder	EFO:0009608	stomach disease	EFO:0009608	stomach disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
