Source Term ID	Source Term	t2t.Mapping	t2t.MappingLabel	Benchmark.Mapping	Benchmark.MappingLabel	Classification	IsDisease	IsMeasurement	IsPhenotype	IsAmount	IsProcess			Total	%	IsDisease	IsMeasurement	IsPhenotype	IsAmount	IsProcess	
Sci8nbZsR5	female infertility	EFO:0008560	female infertility	EFO:0008560	female infertility	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
vBY8fdqjtU	alcohol dependency	MONDO:0007079	alcohol dependence	EFO:0003829	alcohol dependence	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
G7F5Fm5JcD	nasal polyps	HP:0100582	Nasal polyposis	EFO:1000391	nasal cavity polyp	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
iTVJ6nZZ8J	otosclerosis	EFO:0004213	otosclerosis	EFO:0004213	otosclerosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
5SjuEjkXJR	meniere's disease	EFO:0006862	Meniere disease	EFO:0006862	Meniere disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
kNLVRPk63j	cerebral aneurysm	EFO:0003870	brain aneurysm	EFO:0003870	brain aneurysm	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
E9zqvpw7hn	myocarditis	EFO:0009609	myocarditis	EFO:0009609	myocarditis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
nQ2zt4JkjR	polycystic kidney	EFO:0008620	Polycystic Kidney Disease	EFO:0008620	polycystic kidney disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
9aVfU2sRMz	thyroiditis	MONDO:0004126	thyroiditis	EFO:1000627	thyroid disease	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
EZVaqFzBVR	hypopituitarism	EFO:0001380	hypopituitarism	EFO:0001380	hypopituitarism	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
3kAQWMehpH	cerebral palsy	EFO:1000632	cerebral palsy	EFO:1000632	cerebral palsy	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
3DnvEdCMvk	optic neuritis	EFO:0007405	optic neuritis	EFO:0007405	optic neuritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
E7ETsQSuNY	headaches (not migraine)	MONDO:0005277	migraine disorder	HP:0002315	headache	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
FDsFVjgHPC	myasthenia gravis	EFO:0004991	Myasthenia gravis	EFO:0004991	myasthenia gravis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
rs8XZyuhHE	polycythaemia vera	EFO:0002429	polycythemia vera	EFO:0002429	polycythemia vera	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
7R8doyAQRE	tuberculosis (tb)	MONDO:0018076	tuberculosis	ORDO:3389	tuberculosis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
fmTX75mRdk	malaria	EFO:0001068	malaria	EFO:0001068	malaria	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
mmg5M4JWQN	helicobacter pylori	EFO:1000961	Helicobacter pylori infectious disease	NCBITaxon:210	Helicobacter pylori	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
8F7VT2mzm3	anaemia	HP:0001915	Aplastic anemia	EFO:0004272	anemia	More Specific	FALSE	FALSE	TRUE	FALSE	FALSE										
VQaUfmDiWY	eczema/dermatitis	EFO:0000274	atopic eczema	HP:0000964	eczema	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
vgCbCaEq34	psoriasis	EFO:0000676	psoriasis	EFO:0000676	psoriasis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
U4mojvZrgC	chronic skin ulcers	EFO:0007066	chronic ulcer of skin	EFO:0007066	chronic ulcer of skin	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
k8sWdzTXuN	malabsorption/coeliac disease	HP:0002024	Malabsorption	EFO:0001060	celiac disease	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
t2aBs5YJsa	duodenal ulcer	EFO:0004607	duodenal ulcer	EFO:0004607	duodenal ulcer	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
RmCSnRKkcJ	diverticular disease/diverticulitis	EFO:0009959	diverticular disease	EFO:1001460	diverticulitis	More General	TRUE	FALSE	FALSE	FALSE	FALSE										
K4EzG3m63D	colitis/not crohns or ulcerative colitis	EFO:0000729	ulcerative colitis	EFO:0003872	colitis	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
BkdJJcBhsA	rectal or colon adenoma/polyps	MONDO:0000530	rectum adenoma	EFO:1000633	adenomatous colon polyp	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
c3pYPADYkQ	inflammatory bowel disease	EFO:0003767	inflammatory bowel disease	EFO:0003767	inflammatory bowel disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
msWXiTzbnv	crohns disease	EFO:0000384	Crohn's disease	EFO:0000384	Crohn's disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
o56DDeZtmW	ulcerative colitis	EFO:0000729	ulcerative colitis	EFO:0000729	ulcerative colitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
mKGKLi5u8V	rheumatoid arthritis	EFO:0000685	rheumatoid arthritis	EFO:0000685	rheumatoid arthritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
gnwU76aEwy	osteoarthritis	MONDO:0005178	osteoarthritis	EFO:0002506	osteoarthritis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
J7UjZX9rqE	gout	EFO:0004274	gout	EFO:0004274	gout	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
x8Fxi9ffEb	post-traumatic stress disorder	EFO:0001358	post-traumatic stress disorder	EFO:0001358	post-traumatic stress disorder	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
3eNAt3DHjP	atrial fibrillation	EFO:0000275	atrial fibrillation	EFO:0000275	atrial fibrillation	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
2mS75xVatn	emphysema	EFO:0000464	emphysema	EFO:0000464	emphysema	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
WaghtgDZuL	high cholesterol	EFO:0004612	high density lipoprotein cholesterol measurement	HP:0003124	hypercholesterolemia	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
BcFH3Yevxm	hiatus hernia	HP:0002036	Hiatus hernia	HP:0002036	hiatus hernia	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
ALik5FTugG	sciatica	HP:0011868	Sciatica	HP:0011868	sciatica	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
tiSTVfMdJx	psoriatic arthropathy	EFO:1000999	joint disease	EFO:0003778	psoriatic arthritis	More General	TRUE	FALSE	FALSE	FALSE	FALSE										
SaPRmSKQZj	rheumatic fever	EFO:1001160	rheumatic fever	EFO:1001160	rheumatic fever	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
GTh6DGJ6cf	chronic fatigue syndrome	EFO:0004540	chronic fatigue syndrome	EFO:0004540	chronic fatigue syndrome	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
dFAVXhSRJf	irregular heart beat	EFO:0009841	irregular respiration	EFO:0004269	cardiac arrhythmia	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
PEjx8RL9L7	brain haemorrhage	EFO:0000551	intracranial hemorrhage	EFO:0000551	intracranial hemorrhage	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
6w3uLgaSqU	varicose veins	HP:0002619	Varicose veins	HP:0002619	varicose veins	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
uNjBJyHRNF	lymphoedema	MONDO:0019297	lymphedema	ORDO:79383	lymphedema	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
diMdZBLy79	pneumothorax	MONDO:0002076	pneumothorax	HP:0002107	pneumothorax	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
NkxSUMjHYf	labyrinthitis	EFO:0009604	labyrinthitis	EFO:0009604	labyrinthitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
X9B58m9xwo	vertigo	HP:0002321	Vertigo	HP:0002321	vertigo	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
dpXi7wRZwo	pyloric stenosis	EFO:0009626	pyloric stenosis	EFO:0009626	pyloric stenosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
P6mrpz3zVL	appendicitis	EFO:0007149	appendicitis	EFO:0007149	appendicitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
YXrCBU7q7A	anal fissure	HP:0012390	Anal fissure	HP:0012390	anal fissure	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
gpCsXtAMuN	haemorrhoids / piles	EFO:0009552	hemorrhoid	EFO:0009552	hemorrhoid	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
tVkcdqNih2	jaundice (unknown cause)	HP:0000952	Jaundice	HP:0000952	jaundice	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
FjpFoPaz7r	dyspepsia / indigestion	EFO:0008533	dyspepsia	EFO:0008533	dyspepsia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
LJkq9WiMiN	abdominal hernia	HP:0004299	Hernia of the abdominal wall	HP:0004299	hernia of the abdominal wall	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
iKwZfCumuu	umbilical hernia	HP:0001537	Umbilical hernia	HP:0001537	umbilical hernia	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
hUebEvVRyZ	inguinal hernia	HP:0000023	Inguinal hernia	HP:0000023	inguinal hernia	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
6GbQsP3Z8z	cystitis	EFO:1000025	cystitis	EFO:1000025	cystitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
YippYzN7qg	bph / benign prostatic hypertrophy	EFO:0000284	benign prostatic hyperplasia	EFO:0000284	benign prostatis hypertrophy	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
DEoB2BwJoz	prostatitis	EFO:0003830	prostatitis	EFO:0003830	prostatitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
pknMcQExz8	erectile dysfunction / impotence	EFO:0004234	erectile dysfunction	EFO:0004234	erectile dysfunction	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
MMPoipykTZ	grave's disease	EFO:0004237	Graves disease	EFO:0004237	Graves disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
qfyxYh8c94	trigemminal neuralgia	EFO:1001219	trigeminal neuralgia	EFO:1001219	trigeminal neuralgia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
kULks4pm8h	benign / essential tremor	EFO:0003108	essential tremor	EFO:0003108	essential tremor	Same	TRUE	FALSE	TRUE	FALSE	FALSE										
hCNt35QNdf	polio / poliomyelitis	EFO:0007450	poliomyelitis	EFO:0007450	poliomyelitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
afJv4AdgX8	dry eyes	EFO:1000906	dry eye syndrome	EFO:1000906	dry eye syndrome	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
93cBCSCQTS	iritis	EFO:1000997	iritis	EFO:1000997	iritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
ChbQn3d7Ju	post-natal depression	EFO:0007453	postpartum depression	EFO:0007453	postpartum depression	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
Q4ecqzeKHK	disc degeneration	HP:0008419	Intervertebral disc degeneration	EFO:0004994	lumbar disc degeneration	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
dhjmbBrnwr	back pain	HP:0003418	Back pain	HP:0003418	back pain	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
w5bDHGcGoZ	scoliosis	EFO:0004273	scoliosis	EFO:0004273	scoliosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
xQR3Abvj3W	spinal stenosis	EFO:0007490	spinal stenosis	EFO:0007490	spinal stenosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
hUMJPzkMdt	joint pain	HP:0002829	Arthralgia	HP:0002829	arthralgia	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
R6qCK8p4TC	arthritis (nos)	EFO:0005856	arthritis	EFO:0005856	arthritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
3uUgr4hNa8	plantar fascitis	EFO:1001909	Plantar Fasciitis	EFO:1001909	plantar fasciitis	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
kxiAex6hpc	carpal tunnel syndrome	EFO:0004143	carpal tunnel syndrome	EFO:0004143	carpal tunnel syndrome	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
g77Wg8MyaD	fibromyalgia	EFO:0005687	fibromyalgia	EFO:0005687	fibromyalgia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
HxvPFshWKn	dupuytren's contracture	EFO:1000438	Palmar Fibromatosis	EFO:0004229	Dupuytren contracture	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
NJmBkCTArP	acne/acne vulgaris	EFO:0003894	acne	EFO:0003894	acne	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
QUE2ovzV3y	lichen planus	EFO:1000726	lichen planus	EFO:1000726	lichen planus	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
KMiFHYAk6P	cervical intra-epithelial neoplasia (cin) / precancerous cells cervix	MONDO:0022394	cervical intraepithelial neoplasia	EFO:1000910	dysplasia of cervix	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
Q6zd4udjSE	menorrhagia (unknown cause)	HP:0000132	Menorrhagia	HP:0000132	menorrhagia	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
Q3DKL2pkPb	ectopic pregnancy	HP:0031456	Ectopic pregnancy	HP:0031456	ectopic pregnancy	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
VzsSZg9vH6	breast fibroadenoma	EFO:1000254	Fibroadenoma	EFO:1000254	Fibroadenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
fGVpWuPZQ4	raynaud's phenomenon/disease	EFO:1001145	Raynaud disease	EFO:1001145	Raynaud disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
eqqGgTPXv3	food intolerance	EFO:1001890	food allergy	EFO:1001890	food allergy	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
6YwGLUVJUh	urticaria	EFO:0005531	urticaria	EFO:0005531	urticaria	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
XduSH5A96K	measles / morbillivirus	EFO:1002025	measles	EFO:1002025	measles	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
CZP9SDz6q5	mumps / epidemic parotitis	EFO:0007383	Mumps virus infectious disease	EFO:0007383	mumps infectious disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
ufy6NtGsrh	rubella / german measles	EFO:1002026	rubella	EFO:1002026	rubella	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
sdGpBMnrGf	chickenpox	EFO:0007204	chickenpox	EFO:0007204	chickenpox	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
D3s9gwVqE4	whooping cough / pertussis	EFO:0000650	whooping cough	EFO:0000650	whooping cough	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
W6HviD5qCV	shingles	EFO:0006510	Herpes Zoster	EFO:0006510	Herpes Zoster	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
PrMexeqjJj	herpes simplex	EFO:0007282	genital herpes	EFO:1002022	herpes simplex infection	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
pMn6LjfMkL	hepatitis a	EFO:0007305	hepatitis A virus infection	EFO:0007305	hepatitis a	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
XukCMMCUa3	hepatitis b	EFO:0004197	hepatitis B virus infection	EFO:0004197	hepatitis b infection	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
WAyh9XdLAJ	hepatitis c	EFO:0003047	hepatitis C virus infection	EFO:0003047	hepatitis c infection	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
EotRTrNRRv	aortic regurgitation / incompetence	EFO:0007148	aortic valve insufficiency	EFO:0007148	aortic valve insufficiency	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
mTUrgW4JyE	hypertrophic cardiomyopathy (hcm / hocm)	EFO:0000538	hypertrophic cardiomyopathy	EFO:0000538	hypertrophic cardiomyopathy	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
kRe6k9cMdF	pericarditis	EFO:0007427	pericarditis	EFO:0007427	pericarditis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
GCxncUwHNN	tinnitus / tiniitis	HP:0000360	Tinnitus	HP:0000360	tinnitus	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
x5iotdN5ae	tonsiltis	MONDO:0001039	tonsillitis	HP:0011110	tonsillitis	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
UBRhrFJcMk	constipation	HP:0002019	Constipation	HP:0002019	constipation	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
8Eqz8MKNpz	rectal prolapse	HP:0002035	Rectal prolapse	HP:0002035	rectal prolapse	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
F4P8ZvC5AS	femoral hernia	EFO:1001791	femoral hernia	EFO:1001791	femoral hernia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
jgmnXHokbR	incisional hernia	HP:0004872	Incisional hernia	HP:0004872	incisional hernia	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
7DSPFdzZYL	nephritis	EFO:1002050	nephritis	EFO:1002050	nephritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
b6DxArGr3E	thyroid goitre	MONDO:0001658	nontoxic goiter	EFO:0004283	goiter	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
fy6NbU7Jjw	blepharitis / eyelid infection	EFO:0007315	hordeolum	EFO:0009536	blepharitis	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
ABGzLrQzHa	obsessive compulsive disorder (ocd)	EFO:0004242	obsessive-compulsive disorder	EFO:0004242	obsessive-compulsive disorder	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
cZCnCpqXNb	insomnia	EFO:0004698	insomnia	EFO:0004698	insomnia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
nxCabJ4aFp	osteopenia	HP:0000938	Osteopenia	HP:0000938	osteopenia	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
XEmZWgkpiS	bursitis	MONDO:0002471	bursitis	EFO:1000941	frozen shoulder	Sibling	TRUE	FALSE	FALSE	FALSE	FALSE										
tcLEHiHN4C	tennis elbow / lateral epicondylitis	EFO:1001896	lateral epicondylitis	EFO:1001896	lateral epicondylitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
ThZV36RDRa	cellulitis	EFO:0003035	cellulitis	EFO:0003035	cellulitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
tFgpHXuAsy	fracture skull / head	EFO:1001425	Skull Fractures	EFO:1001425	skull fractures	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
KWTKLrB35Q	fracture radius	EFO:0003957	radius fracture	EFO:0003957	radius fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
vw7CmdWMEK	fracture ulna	EFO:0003950	ulna fracture	EFO:0003950	ulna fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
tcrdehNrZj	fracture tibia	EFO:0003944	tibia fracture	EFO:0003944	tibia fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
xXhbLYBh8y	septicaemia / sepsis	HP:0100806	Sepsis	HP:0100806	sepsis	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
9S2SnPdrfa	meningioma / benign meningeal tumour	EFO:0003851	meningeal neoplasm	ORDO:2495	meningioma	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
3iZTNEf6XH	rosacea	EFO:1000760	rosacea	EFO:1000760	rosacea	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
UR47r4NKXX	vitiligo	EFO:0004208	Vitiligo	EFO:0004208	vitiligo	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
VyA2du92of	cervical erosion	EFO:1000862	cervix erosion	EFO:1000862	cervix erosion	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
mDNTan8Vu3	dysmenorrhoea / dysmenorrhea	HP:0100607	Dysmenorrhea	HP:0100607	dysmenorrhea	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
BWXUGWKpg2	menopausal symptoms / menopause	EFO:0003922	menopause	EFO:0003922	menopause	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
MWuJ47cX5S	alopecia / hair loss	MONDO:0004907	alopecia	ORDO:79364	alopecia	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
YAKQcovkro	scarlet fever / scarlatina	EFO:0007477	scarlet fever	EFO:0007477	scarlet fever	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
myLYRtcZLw	undescended testicle	EFO:0004562	cryptorchidism	EFO:0004562	cryptorchidism	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
hKgqy8AGQS	Hearing difficulty/problems: Yes	HP:0003698	Difficulty standing	EFO:0004238	hearing loss	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
eo38AmDQji	Overall health rating	EFO:0003935	mental health	EFO:0004778	self rated health	Unrelated	FALSE	FALSE	FALSE	FALSE	TRUE										
NmxAx2NCPV	General pain for 3+ months	EFO:0003843	pain	HP:0012532	Chronic pain	More General	FALSE	FALSE	TRUE	FALSE	FALSE										
TquBWBbu3a	Number of spontaneous miscarriages	HP:0005268	Miscarriage	EFO:1001255	spontaneous abortion	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
QAzrz3gorw	Pulse wave reflection index	EFO:0009804	pulse wave reflection index measurement	EFO:0009804	reflection wave amplitude	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
5iTdQyNjRF	Cough on most days	HP:0012735	Cough	HP:0012735	cough	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
MynfKzTCEn	Years of cough on most days	HP:0012735	Cough	HP:0012735	cough	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
7JYgawfga9	head injury	EFO:0009505	head injury	EFO:0009505	head injury	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
vYojzAeeCJ	gynaecological disorder (not cancer)	EFO:1001331	"Genital neoplasm, female"	EFO:0009549	female reproductive system disease	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
YKyiCtq6Dx	peripheral nerve injury	EFO:0009510	peripheral nerve injury	EFO:0009510	peripheral nerve injury	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
ntnepcAzeH	fracture jaw	EFO:0009612	jaw fracture	EFO:0009612	jaw fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
FRYugeiT6H	fracture nose	EFO:0003931	bone fracture	EFO:0009623	nose injury	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
rgQB8dE8xS	fracture clavicle / collar bone	EFO:0009614	clavicle fracture	EFO:0009614	clavicle facture	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
HAsVHsr5Ky	fracture shoulder / scapula	EFO:0009621	shoulder fracture	EFO:0009621	shoulder fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
YiCduTURnw	fracture forearm / wrist	EFO:0009515	wrist fracture	EFO:0009515	wrist fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
4igqWdtp2o	fracture wrist / colles fracture	EFO:0009515	wrist fracture	EFO:0009515	wrist fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
ofCGGRAgiP	fracture hand	HP:0004277	Fractured hand bones	NCIT:C27161	hand fracture	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
wnrAEoiJLz	fracture finger	EFO:0009616	finger fracture	EFO:0009616	finger fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
MfZHWcfEkd	fracture rib	EFO:0009620	rib fracture	EFO:0009620	rib fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
d3VrupWfNP	fracture pelvis	EFO:0009622	fracture of pelvis	EFO:0009622	facture of pelvis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
UqcmXtkZE3	fracture patella / knee	EFO:0009617	knee fracture	EFO:0009617	knee fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
ejDBLBZpnA	fracture fibula	EFO:0009613	fibula fracture	EFO:0009613	fibula fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
YoYE9e6Tbs	fracture foot	EFO:0009618	foot fracture	EFO:0009618	foot fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
vRg9GQhXJb	Hand grip strength (left)	EFO:0006941	grip strength measurement	EFO:0006941	grip strength measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
D8q77ogL93	Hand grip strength (right)	EFO:0006941	grip strength measurement	EFO:0006941	grip strength measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
gRCinQKobv	"Heel bone mineral density (BMD) T-score, automated"	EFO:0009270	heel bone mineral density	EFO:0009270	heel bone mineral density	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
i6Lz7PFzh9	Age completed full time education	EFO:0000721	time	EFO:0004784	self reported educational attainment	Unrelated	FALSE	TRUE	FALSE	FALSE	FALSE										
S3xp5NZaXj	Worrier / anxious feelings	EFO:0009597	feeling nervous measurement	EFO:0005230	anxiety	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
JeSewQZ484	Diabetes diagnosed by doctor	EFO:0000400	diabetes mellitus	EFO:0000400	diabetes mellitus	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
sbZpZ39cte	Cancer diagnosed by doctor	EFO:0005603	age at breast cancer diagnosis	EFO:0000311	cancer	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
dcnwmpk7fs	Fractured/broken bones in last 5 years	EFO:0003931	bone fracture	EFO:0003931	bone fracture	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
gHynLmhdVP	Ever used hormone-replacement therapy (HRT)	EFO:0003961	hormone replacement therapy	EFO:0003961	hormone replacement therapy	Same	FALSE	FALSE	FALSE	FALSE	TRUE										
kvYJdX3Bhr	Longest period of depression	MONDO:0002050	depressive disorder	EFO:0007704	depressive episode measurement	Unrelated	FALSE	TRUE	FALSE	FALSE	FALSE										
XB9Fsq9SYU	Number of depression episodes	EFO:0007704	depressive episode measurement	EFO:0007704	depressive episode measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
shxHYHe9Ca	Creatinine (enzymatic) in urine	EFO:0004518	creatinine measurement	EFO:0007934	creatine clearance measurement	Sibling	FALSE	TRUE	FALSE	FALSE	FALSE										
YrD2dJKH49	cin/pre-cancer cells cervix	MONDO:0002974	cervical cancer	EFO:1000910	dysplasia of cervix	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
Ksb5dcyERM	heart valve problem/heart murmur	HP:0030148	Heart murmur	EFO:0009551	heart valve disease	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
WCT7NvHs2a	pericardial problem	MONDO:0021381	neoplasm of pericardium	EFO:0007427	pericarditis	Sibling	TRUE	FALSE	FALSE	FALSE	FALSE										
EurZpeBgbL	other respiratory problems	EFO:0009834	respiratory process	EFO:0000684	respiratory system disease	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
S8oT9e7pCZ	oesophageal disorder	EFO:0009544	esophageal disease	EFO:0009544	esophageal disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
oKjJ9kFntX	stomach disorder	EFO:0009608	stomach disease	EFO:0009608	stomach disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
