Source Term ID	Source Term	t2t.Mapping	t2t.MappingLabel	Benchmark.Mapping	Benchmark.MappingLabel	Classification	IsDisease	IsMeasurement	IsPhenotype	IsAmount	IsProcess
EFO:1000535	Small Intestinal Enteropathy-Associated T-Cell Lymphoma	EFO:1000535	Small Intestinal Enteropathy-Associated T-Cell Lymphoma	EFO:1000535	Small Intestinal Enteropathy-Associated T-Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006418	small intestinal enteropathy-associated T-cell lymphoma	EFO:1000535	Small Intestinal Enteropathy-Associated T-Cell Lymphoma	EFO:1000535	Small Intestinal Enteropathy-Associated T-Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C39610	Small Intestinal Enteropathy-Associated T-Cell Lymphoma	EFO:1000535	Small Intestinal Enteropathy-Associated T-Cell Lymphoma	EFO:1000535	Small Intestinal Enteropathy-Associated T-Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000536	Small Intestinal Intraepithelial Neoplasia	EFO:1000536	Small Intestinal Intraepithelial Neoplasia	EFO:1000536	Small Intestinal Intraepithelial Neoplasia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006419	small intestinal intraepithelial neoplasia	EFO:1000536	Small Intestinal Intraepithelial Neoplasia	EFO:1000536	Small Intestinal Intraepithelial Neoplasia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C27462	Small Intestinal Intraepithelial Neoplasia	EFO:1000536	Small Intestinal Intraepithelial Neoplasia	EFO:1000536	Small Intestinal Intraepithelial Neoplasia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000537	Small Intestinal Mucosa-Associated Lymphoid Tissue Lymphoma	EFO:1000537	Small Intestinal Mucosa-Associated Lymphoid Tissue Lymphoma	EFO:1000537	Small Intestinal Mucosa-Associated Lymphoid Tissue Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006420	small intestinal mucosa-associated lymphoid tissue lymphoma	EFO:1000537	Small Intestinal Mucosa-Associated Lymphoid Tissue Lymphoma	EFO:1000537	Small Intestinal Mucosa-Associated Lymphoid Tissue Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C5635	Small Intestinal Mucosa-Associated Lymphoid Tissue Lymphoma	EFO:1000537	Small Intestinal Mucosa-Associated Lymphoid Tissue Lymphoma	EFO:1000537	Small Intestinal Mucosa-Associated Lymphoid Tissue Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000538	Small Intestinal Tubular Adenoma	EFO:1000538	Small Intestinal Tubular Adenoma	EFO:1000538	Small Intestinal Tubular Adenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006421	small intestinal tubular adenoma	EFO:1000538	Small Intestinal Tubular Adenoma	EFO:1000538	Small Intestinal Tubular Adenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C43552	Small Intestinal Tubular Adenoma	EFO:1000538	Small Intestinal Tubular Adenoma	EFO:1000538	Small Intestinal Tubular Adenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000539	Small Intestinal Tubulovillous Adenoma	EFO:1000539	Small Intestinal Tubulovillous Adenoma	EFO:1000539	Small Intestinal Tubulovillous Adenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006422	small intestinal tubulovillous adenoma	EFO:1000539	Small Intestinal Tubulovillous Adenoma	EFO:1000539	Small Intestinal Tubulovillous Adenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C43553	Small Intestinal Tubulovillous Adenoma	EFO:1000539	Small Intestinal Tubulovillous Adenoma	EFO:1000539	Small Intestinal Tubulovillous Adenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3814	soft tissue chondroma	EFO:1000540	Soft Tissue Chondroma	EFO:1000540	Soft Tissue Chondroma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000540	Soft Tissue Chondroma	EFO:1000540	Soft Tissue Chondroma	EFO:1000540	Soft Tissue Chondroma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006423	soft tissue chondroma	EFO:1000540	Soft Tissue Chondroma	EFO:1000540	Soft Tissue Chondroma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C9482	Soft Tissue Chondroma	EFO:1000540	Soft Tissue Chondroma	EFO:1000540	Soft Tissue Chondroma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000541	Soft Tissue Neoplasm	EFO:1000541	Soft Tissue Neoplasm	EFO:1000541	Soft Tissue Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006424	soft tissue neoplasm	EFO:1000541	Soft Tissue Neoplasm	EFO:1000541	Soft Tissue Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3377	Soft Tissue Neoplasm	EFO:1000541	Soft Tissue Neoplasm	EFO:1000541	Soft Tissue Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:4153	spinal chordoma	EFO:1000543	Spinal Chordoma	EFO:1000543	Spinal Chordoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000543	Spinal Chordoma	EFO:1000543	Spinal Chordoma	EFO:1000543	Spinal Chordoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0002894	spinal chordoma	EFO:1000543	Spinal Chordoma	EFO:1000543	Spinal Chordoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C5156	Spinal Chordoma	EFO:1000543	Spinal Chordoma	EFO:1000543	Spinal Chordoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:4863	spinal cord astrocytoma	EFO:1000544	Spinal Cord Astrocytoma	EFO:1000544	Spinal Cord Astrocytoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000544	Spinal Cord Astrocytoma	EFO:1000544	Spinal Cord Astrocytoma	EFO:1000544	Spinal Cord Astrocytoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0003174	spinal cord astrocytoma	EFO:1000544	Spinal Cord Astrocytoma	EFO:1000544	Spinal Cord Astrocytoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4641	Spinal Cord Astrocytoma	EFO:1000544	Spinal Cord Astrocytoma	EFO:1000544	Spinal Cord Astrocytoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:6872	spinal cord primitive neuroectodermal neoplasm	EFO:1000545	Spinal Cord Primitive Neuroectodermal Tumor	EFO:1000545	Spinal Cord Primitive Neuroectodermal Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000545	Spinal Cord Primitive Neuroectodermal Tumor	EFO:1000545	Spinal Cord Primitive Neuroectodermal Tumor	EFO:1000545	Spinal Cord Primitive Neuroectodermal Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006426	spinal cord primitive neuroectodermal tumor	EFO:1000545	Spinal Cord Primitive Neuroectodermal Tumor	EFO:1000545	Spinal Cord Primitive Neuroectodermal Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C5406	Spinal Cord Embryonal Tumor, Not Otherwise Specified	EFO:0005784	embryonal neoplasm	EFO:1000545	Spinal Cord Primitive Neuroectodermal Tumor	More General	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3162	malignant spindle cell melanoma	EFO:1000546	Spindle Cell Melanoma	EFO:1000546	Spindle Cell Melanoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000546	Spindle Cell Melanoma	EFO:1000546	Spindle Cell Melanoma	EFO:1000546	Spindle Cell Melanoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006427	spindle cell melanoma	EFO:1000546	Spindle Cell Melanoma	EFO:1000546	Spindle Cell Melanoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4237	Spindle Cell Melanoma	EFO:1000546	Spindle Cell Melanoma	EFO:1000546	Spindle Cell Melanoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000547	Splenic Diffuse Large B-Cell Lymphoma	EFO:1000547	Splenic Diffuse Large B-Cell Lymphoma	EFO:1000547	Splenic Diffuse Large B-Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006428	splenic diffuse large B-cell lymphoma	EFO:1000547	Splenic Diffuse Large B-Cell Lymphoma	EFO:1000547	Splenic Diffuse Large B-Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C7308	Splenic Diffuse Large B-Cell Lymphoma	EFO:1000547	Splenic Diffuse Large B-Cell Lymphoma	EFO:1000547	Splenic Diffuse Large B-Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000548	Splenic Hodgkin Lymphoma	EFO:1000548	Splenic Hodgkin Lymphoma	EFO:1000548	Splenic Hodgkin Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006429	splenic hodgkin lymphoma	EFO:1000548	Splenic Hodgkin Lymphoma	EFO:1000548	Splenic Hodgkin Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C7295	Splenic Hodgkin Lymphoma	EFO:1000548	Splenic Hodgkin Lymphoma	EFO:1000548	Splenic Hodgkin Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000549	Splenic Mantle Cell Lymphoma	EFO:1000549	Splenic Mantle Cell Lymphoma	EFO:1000549	Splenic Mantle Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006430	splenic mantle cell lymphoma	EFO:1000549	Splenic Mantle Cell Lymphoma	EFO:1000549	Splenic Mantle Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C7306	Splenic Mantle Cell Lymphoma	EFO:1000549	Splenic Mantle Cell Lymphoma	EFO:1000549	Splenic Mantle Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0050750	splenic marginal zone lymphoma	EFO:1000550	Splenic Marginal Zone Lymphoma	EFO:1000550	Splenic Marginal Zone Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000550	Splenic Marginal Zone Lymphoma	EFO:1000550	Splenic Marginal Zone Lymphoma	EFO:1000550	Splenic Marginal Zone Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0019462	splenic marginal zone lymphoma	EFO:1000550	Splenic Marginal Zone Lymphoma	EFO:1000550	Splenic Marginal Zone Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4663	Splenic Marginal Zone Lymphoma	EFO:1000550	Splenic Marginal Zone Lymphoma	EFO:1000550	Splenic Marginal Zone Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:5191	stromal predominant kidney Wilms' tumor	EFO:1000551	Stromal Predominant Kidney Wilms Tumor	EFO:1000551	Stromal Predominant Kidney Wilms Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000551	Stromal Predominant Kidney Wilms Tumor	EFO:1000551	Stromal Predominant Kidney Wilms Tumor	EFO:1000551	Stromal Predominant Kidney Wilms Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006432	stromal predominant kidney Wilms tumor	EFO:1000551	Stromal Predominant Kidney Wilms Tumor	EFO:1000551	Stromal Predominant Kidney Wilms Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C9148	Stromal Predominant Kidney Wilms Tumor	EFO:1000551	Stromal Predominant Kidney Wilms Tumor	EFO:1000551	Stromal Predominant Kidney Wilms Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000552	Subcutaneous Panniculitis-Like T-Cell Lymphoma	EFO:1000552	Subcutaneous Panniculitis-Like T-Cell Lymphoma	EFO:1000552	Subcutaneous Panniculitis-Like T-Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0019475	subcutaneous panniculitis-like T-cell lymphoma	EFO:1000552	Subcutaneous Panniculitis-Like T-Cell Lymphoma	EFO:1000552	Subcutaneous Panniculitis-Like T-Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C6918	Subcutaneous Panniculitis-Like T-Cell Lymphoma	EFO:1000552	Subcutaneous Panniculitis-Like T-Cell Lymphoma	EFO:1000552	Subcutaneous Panniculitis-Like T-Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:4843	subependymal glioma	EFO:1001197	subependymal glioma	EFO:1000553	Subependymoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000553	Subependymoma	EFO:1000553	Subependymoma	EFO:1000553	Subependymoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1001197	subependymal glioma	EFO:1001197	subependymal glioma	EFO:1000553	Subependymoma	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0007667	subependymoma	EFO:1000553	Subependymoma	EFO:1000553	Subependymoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3795	Subependymoma	EFO:1000553	Subependymoma	EFO:1000553	Subependymoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000554	Submandibular Gland Adenocarcinoma	EFO:1000554	Submandibular Gland Adenocarcinoma	EFO:1000554	Submandibular Gland Adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006435	submandibular gland adenocarcinoma	EFO:1000554	Submandibular Gland Adenocarcinoma	EFO:1000554	Submandibular Gland Adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C5940	Submandibular Gland Adenocarcinoma	EFO:1000554	Submandibular Gland Adenocarcinoma	EFO:1000554	Submandibular Gland Adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000555	Submandibular Gland Adenoid Cystic Carcinoma	EFO:1000555	Submandibular Gland Adenoid Cystic Carcinoma	EFO:1000555	Submandibular Gland Adenoid Cystic Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006436	submandibular gland adenoid cystic carcinoma	EFO:1000555	Submandibular Gland Adenoid Cystic Carcinoma	EFO:1000555	Submandibular Gland Adenoid Cystic Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C5935	Submandibular Gland Adenoid Cystic Carcinoma	EFO:1000555	Submandibular Gland Adenoid Cystic Carcinoma	EFO:1000555	Submandibular Gland Adenoid Cystic Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000556	Superficial Fibromatosis	EFO:1000556	Superficial Fibromatosis	EFO:1000556	Superficial Fibromatosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0016037	superficial Fibromatosis	EFO:1000556	Superficial Fibromatosis	EFO:1000556	Superficial Fibromatosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C6814	Superficial Fibromatosis	EFO:1000556	Superficial Fibromatosis	EFO:1000556	Superficial Fibromatosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000557	Synovial Chondromatosis	EFO:1000557	Synovial Chondromatosis	EFO:1000557	Synovial Chondromatosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006438	synovial chondromatosis	EFO:1000557	Synovial Chondromatosis	EFO:1000557	Synovial Chondromatosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C34467	Synovial Chondromatosis	EFO:1000557	Synovial Chondromatosis	EFO:1000557	Synovial Chondromatosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:5445	syringocystadenoma papilliferum	EFO:1000558	Syringocystadenoma Papilliferum	EFO:1000558	Syringocystadenoma Papilliferum	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000558	Syringocystadenoma Papilliferum	EFO:1000558	Syringocystadenoma Papilliferum	EFO:1000558	Syringocystadenoma Papilliferum	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0019392	syringocystadenoma papilliferum	EFO:1000558	Syringocystadenoma Papilliferum	EFO:1000558	Syringocystadenoma Papilliferum	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4172	Syringocystadenoma Papilliferum	EFO:1000558	Syringocystadenoma Papilliferum	EFO:1000558	Syringocystadenoma Papilliferum	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:4797	SM-AHNMD	EFO:1000559	Systemic Mastocytosis with Associated Clonal Hematological non-Mast-Cell Lineage Disease	EFO:1000559	Systemic Mastocytosis with Associated Clonal Hematological non-Mast-Cell Lineage Disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000559	Systemic Mastocytosis with Associated Clonal Hematological non-Mast-Cell Lineage Disease	EFO:1000559	Systemic Mastocytosis with Associated Clonal Hematological non-Mast-Cell Lineage Disease	EFO:1000559	Systemic Mastocytosis with Associated Clonal Hematological non-Mast-Cell Lineage Disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0020332	systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease	EFO:1000559	Systemic Mastocytosis with Associated Clonal Hematological non-Mast-Cell Lineage Disease	EFO:1000559	Systemic Mastocytosis with Associated Clonal Hematological non-Mast-Cell Lineage Disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C9284	Systemic Mastocytosis with an Associated Myeloid Neoplasm	EFO:1000559	Systemic Mastocytosis with Associated Clonal Hematological non-Mast-Cell Lineage Disease	EFO:1000559	Systemic Mastocytosis with Associated Clonal Hematological non-Mast-Cell Lineage Disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0081042	T-cell prolymphocytic leukemia	EFO:1000560	T-Cell Prolymphocytic Leukemia	EFO:1000560	T-Cell Prolymphocytic Leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000560	T-Cell Prolymphocytic Leukemia	EFO:1000560	T-Cell Prolymphocytic Leukemia	EFO:1000560	T-Cell Prolymphocytic Leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0019468	T-cell prolymphocytic leukemia	EFO:1000560	T-Cell Prolymphocytic Leukemia	EFO:1000560	T-Cell Prolymphocytic Leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4752	T-Cell Prolymphocytic Leukemia	EFO:1000560	T-Cell Prolymphocytic Leukemia	EFO:1000560	T-Cell Prolymphocytic Leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C70649	T-Cell Chronic Lymphocytic Leukemia	EFO:1000560	T-Cell Prolymphocytic Leukemia	EFO:1000560	T-Cell Prolymphocytic Leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000561	Tendon Sheath Fibroma	EFO:1000561	Tendon Sheath Fibroma	EFO:1000561	Tendon Sheath Fibroma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006442	tendon sheath fibroma	EFO:1000561	Tendon Sheath Fibroma	EFO:1000561	Tendon Sheath Fibroma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C6485	Tendon Sheath Fibroma	EFO:1000561	Tendon Sheath Fibroma	EFO:1000561	Tendon Sheath Fibroma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:314	tenosynovial giant cell tumor	EFO:1000562	Tenosynovial Giant Cell Tumor	EFO:1000562	Tenosynovial Giant Cell Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000562	Tenosynovial Giant Cell Tumor	EFO:1000562	Tenosynovial Giant Cell Tumor	EFO:1000562	Tenosynovial Giant Cell Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0002522	tenosynovial giant cell tumor	EFO:1000562	Tenosynovial Giant Cell Tumor	EFO:1000562	Tenosynovial Giant Cell Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3402	Tenosynovial Giant Cell Tumor	EFO:1000562	Tenosynovial Giant Cell Tumor	EFO:1000562	Tenosynovial Giant Cell Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0081246	teratoma with somatic-type malignancy	MONDO:0004992	cancer	EFO:1000563	Teratoma with Malignant Transformation	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000563	Teratoma with Malignant Transformation	EFO:1000563	Teratoma with Malignant Transformation	EFO:1000563	Teratoma with Malignant Transformation	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006444	teratoma with malignant transformation	EFO:1000563	Teratoma with Malignant Transformation	EFO:1000563	Teratoma with Malignant Transformation	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4289	Teratoma with Somatic-Type Malignancy	MONDO:0004992	cancer	EFO:1000563	Teratoma with Malignant Transformation	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:5551	choriocarcinoma of the testis	EFO:1000564	Testicular Choriocarcinoma	EFO:1000564	Testicular Choriocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000564	Testicular Choriocarcinoma	EFO:1000564	Testicular Choriocarcinoma	EFO:1000564	Testicular Choriocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0003508	choriocarcinoma of testis	EFO:1000564	Testicular Choriocarcinoma	EFO:1000564	Testicular Choriocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C7733	Testicular Choriocarcinoma	EFO:1000564	Testicular Choriocarcinoma	EFO:1000564	Testicular Choriocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:5680	embryonal testis carcinoma	EFO:1000565	Testicular Embryonal Carcinoma	EFO:1000565	Testicular Embryonal Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000565	Testicular Embryonal Carcinoma	EFO:1000565	Testicular Embryonal Carcinoma	EFO:1000565	Testicular Embryonal Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006446	testicular embryonal carcinoma	EFO:1000565	Testicular Embryonal Carcinoma	EFO:1000565	Testicular Embryonal Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C6341	Testicular Embryonal Carcinoma	EFO:1000565	Testicular Embryonal Carcinoma	EFO:1000565	Testicular Embryonal Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000566	Testicular Germ Cell Tumor	EFO:1000566	Testicular Germ Cell Tumor	EFO:1000566	Testicular Germ Cell Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0010108	testicular germ cell tumor	EFO:1000566	Testicular Germ Cell Tumor	EFO:1000566	Testicular Germ Cell Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C8591	Testicular Germ Cell Tumor	EFO:1000566	Testicular Germ Cell Tumor	EFO:1000566	Testicular Germ Cell Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:4086	testicular germ cell tumor non-seminomatous	EFO:1000570	Testicular Non-Seminomatous Germ Cell Tumor	EFO:1000570	Testicular Non-Seminomatous Germ Cell Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000570	Testicular Non-Seminomatous Germ Cell Tumor	EFO:1000570	Testicular Non-Seminomatous Germ Cell Tumor	EFO:1000570	Testicular Non-Seminomatous Germ Cell Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006447	testicular non-seminomatous germ cell tumor	EFO:1000570	Testicular Non-Seminomatous Germ Cell Tumor	EFO:1000570	Testicular Non-Seminomatous Germ Cell Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C9313	Testicular Non-Seminomatous Germ Cell Tumor	EFO:1000570	Testicular Non-Seminomatous Germ Cell Tumor	EFO:1000570	Testicular Non-Seminomatous Germ Cell Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000573	Testicular Teratoma	EFO:1000573	Testicular Teratoma	EFO:1000573	Testicular Teratoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
HP:0100616	Teratoma testicular	EFO:1000573	Testicular Teratoma	EFO:1000573	Testicular Teratoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0018193	testicular teratoma	EFO:1000573	Testicular Teratoma	EFO:1000573	Testicular Teratoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3877	Testicular Teratoma	EFO:1000573	Testicular Teratoma	EFO:1000573	Testicular Teratoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:5344	testicular yolk sac tumor	EFO:1000574	Testicular Yolk Sac Tumor	EFO:1000574	Testicular Yolk Sac Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000574	Testicular Yolk Sac Tumor	EFO:1000574	Testicular Yolk Sac Tumor	EFO:1000574	Testicular Yolk Sac Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0003402	testicular yolk sac tumor	EFO:1000574	Testicular Yolk Sac Tumor	EFO:1000574	Testicular Yolk Sac Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C8000	Testicular Yolk Sac Tumor	EFO:1000574	Testicular Yolk Sac Tumor	EFO:1000574	Testicular Yolk Sac Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000575	Therapy-Related Myeloid Neoplasm	EFO:1000575	Therapy-Related Myeloid Neoplasm	EFO:1000575	Therapy-Related Myeloid Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006450	therapy-related myeloid neoplasm	EFO:1000575	Therapy-Related Myeloid Neoplasm	EFO:1000575	Therapy-Related Myeloid Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C27912	Myeloid Neoplasm Post Cytotoxic Therapy	EFO:1000575	Therapy-Related Myeloid Neoplasm	EFO:1000575	Therapy-Related Myeloid Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3284	thymic carcinoma	EFO:1000576	Thymic Carcinoma	EFO:1000576	Thymic Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:4554	type C thymoma	EFO:1000576	Thymic Carcinoma	EFO:1000576	Thymic Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000576	Thymic Carcinoma	EFO:1000576	Thymic Carcinoma	EFO:1000576	Thymic Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006451	thymic carcinoma	EFO:1000576	Thymic Carcinoma	EFO:1000576	Thymic Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C7569	Thymic Carcinoma	EFO:1000576	Thymic Carcinoma	EFO:1000576	Thymic Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:8138	thymus sarcomatoid carcinoma	EFO:1000577	Thymic Sarcomatoid Carcinoma	EFO:1000577	Thymic Sarcomatoid Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000577	Thymic Sarcomatoid Carcinoma	EFO:1000577	Thymic Sarcomatoid Carcinoma	EFO:1000577	Thymic Sarcomatoid Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006452	thymic sarcomatoid carcinoma	EFO:1000577	Thymic Sarcomatoid Carcinoma	EFO:1000577	Thymic Sarcomatoid Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
